sim_beta_c_cCond,sim_beta_e_cCond,sim_beta_c_eCond,sim_beta_e_eCond,sim_alpha,sim_q_init,fit_beta_c_cCond,fit_beta_e_cCond,fit_beta_c_eCond,fit_beta_e_eCond,fit_alpha,fit_q_init
-1.4349,-0.75708,-2.0385,0.21235,-0.70011,3.5967,-0.45134,-0.72462,-0.38431,0.93386,-2.1166,0.99087
2.7582,2.9256,2.7019,-1.2872,-3.6184,1.5024,1.0749,2.6398,2.0163,0.86644,-2.5444,3.2007
-1.3268,-1.8361,1.0209,3.8829,-2.4767,-1.9923,0.11394,-1.0555,0.16615,4.5186,-1.7195,-4.8062
1.0087,-0.071341,-1.6167,-0.7159,-3.6525,1.9304,1.5232,0.59937,-0.28787,-0.6865,-3.7782,1.3463
0.8231,2.6626,-0.11879,4.0512,1.2506,1.6415,0.33039,2.8799,0.56566,4.0659,0.70295,1.1814
-0.27599,-1.8435,-1.8885,3.9322,-0.40836,-0.1822,0.41703,-1.2047,-1.8983,3.4175,0.85465,-0.44969
-0.96042,-1.3041,1.4395,-0.04937,-1.5303,4.5327,-0.76968,-1.1254,2.1623,-0.31211,-1.8933,2.3482
2.8241,0.31226,1.7744,3.6977,-2.9953,3.7793,2.8891,2.7349,-0.030301,3.7847,-2.6001,3.1818
-1.1011,-1.7523,1.6567,0.46385,-3.9804,-0.99148,-1.0946,-1.0415,1.9543,-0.56073,-3.4638,-0.89707
0.95274,0.6263,1.3456,-1.4863,-1.8747,2.7472,0.81718,0.7533,1.0302,-1.6813,-1.5915,2.1047
1.9083,-0.61216,1.2898,3.297,-3.4019,2.0652,1.7927,-0.10674,0.10945,3.7331,-3.6652,2.0792
2.3113,3.0752,0.93403,3.3875,1.322,1.4487,2.526,3.1002,1.7589,3.7385,0.35704,1.1917
-1.1355,-1.7924,0.7761,2.5391,1.8185,3.2621,0.015271,-0.8968,0.89519,2.7493,1.0174,2.374
-0.92385,2.4458,1.272,2.8857,-3.2149,0.1531,0.33119,-0.47319,-1.0011,1.1717,-0.42196,2.4655
3.2052,-0.70704,-0.36716,2.3881,0.35228,4.2291,3.4067,-1.2088,-0.67555,2.3128,0.37628,4.2574
0.39686,3.8092,2.6178,-1.1237,-0.39657,4.5301,-1.0501,3.3207,2.6867,-0.49945,-0.26736,4.9403
1.3199,1.9966,1.7768,2.0748,-0.695,3.3882,1.2644,1.7515,1.9614,2.1514,-0.43453,3.7966
-1.4016,0.97521,-1.4723,1.9161,0.44917,-1.9117,-0.27734,0.90885,-1.6045,1.5102,2.1498,-1.1674
-0.01959,-1.6827,-1.7549,2.3664,-1.8545,2.5852,0.16176,-1.3984,1.6583,2.4144,-1.9219,1.3592
1.0577,-0.37679,2.2418,-0.62805,-0.50029,-0.93084,0.90337,-0.94656,2.1508,-1.3764,-0.92342,-0.3101
1.1478,3.2529,-2.0054,-0.17264,1.0607,3.8391,0.5811,3.3055,-0.46408,0.32365,0.72249,2.0784
-0.8256,3.355,-0.58719,-0.40976,-3.7494,0.10586,-1.5293,0.95916,-1.4551,-2.225,-1.0854,2.31
3.111,3.0047,-1.7273,2.8248,-1.6962,3.9355,3.1507,3.1027,-0.37776,2.8665,-1.9454,3.0392
-0.28677,-0.93841,2.5802,4.2904,-0.58441,-1.1068,0.10442,-1.8984,-0.27251,4.5532,-0.67956,-1.3106
-1.5404,1.4807,2.0698,-1.5866,-2.2689,-1.2136,-0.28029,1.6059,2.2974,-1.4064,-2.3126,-1.4176
-0.39491,-1.6136,1.1512,-0.76868,-3.4988,-2.5512,-1.3438,0.54075,1.4469,-0.8558,-3.3146,-1.7761
2.1895,3.4532,0.82125,2.526,-4.0575,1.5887,-0.010894,4.8948,0.47293,2.2461,-2.6585,2.5315
0.30363,2.6006,1.4875,3.5701,-3.8449,0.26896,-0.88272,1.9071,0.015029,2.3179,-2.518,1.0739
0.85961,2.9462,0.0487,0.28722,-3.5549,0.60121,1.5539,1.4449,0.24617,0.24985,-3.3531,1.4325
0.81986,2.5845,2.3697,4.3003,-1.322,1.1336,1.4097,2.4136,2.5276,4.1279,-1.2789,1.1496
2.851,3.4426,1.9719,3.457,0.088424,0.64702,3.2432,3.7335,2.2319,3.87,0.24588,0.64317
1.5434,-0.65959,-1.9176,-1.9621,0.13201,0.53612,1.9696,-0.12055,-1.5519,-0.026419,-1.3985,0.93733
1.9722,2.2677,-1.8129,-0.20606,-0.015321,3.9651,2.0274,2.9262,-0.52614,-1.0226,-0.23545,2.3819
1.4019,-1.5261,0.696,-2.0341,1.6606,3.9299,1.1918,0.078459,0.8111,-0.91422,2.6673,3.0553
-1.033,-0.58943,-1.6553,0.82758,-2.0562,2.5666,-1.0352,-1.0033,0.6463,1.1915,-3.0677,1.1736
-0.81302,-1.4877,-1.9805,2.5049,-2.7365,3.4566,-1.2843,-1.1043,3.1518,0.059721,-3.6697,2.1373
3.0667,-1.2236,-0.87938,-2.1752,0.29627,-1.4185,3.4371,-0.87973,-1.1563,-2.1277,0.1877,-1.5694
3.272,-1.8163,2.5476,0.15527,-1.4883,1.2256,3.075,0.91817,2.6765,-0.99249,-1.7109,0.97236
0.33668,3.5096,-0.54272,-1.3272,0.14235,4.14,-0.26182,3.6359,-0.76779,-0.89186,0.30514,4.2076
3.0635,0.94867,2.6294,0.58092,0.48263,-1.164,3.2,-0.53241,2.3758,0.36416,0.82904,-0.98396
0.3408,1.8951,0.30456,2.8124,-1.0624,-2.4407,0.51702,1.6775,-0.72262,2.9921,-0.74093,-2.595
0.67344,1.1875,-0.87465,-1.5099,0.78201,-1.4532,0.61631,1.2293,-0.33593,-2.4131,0.4189,-0.97039
2.5894,-1.5717,0.45528,3.4557,-2.9062,-0.53827,1.8564,-0.59907,0.59151,2.6506,-2.1811,-1.2028
1.1392,1.3719,-1.0183,3.293,0.52271,-2.208,1.3649,1.5267,-1.509,3.0991,0.89105,-2.6199
2.7599,0.60579,2.4729,0.55955,-4.0639,-2.2528,0.11829,3.0112,0.10683,2.5532,-3.6163,-2.1967
-0.24425,0.090162,-0.063761,0.11184,-3.4774,4.5746,1.2186,-0.55252,-0.89835,2.0045,-3.3685,1.6584
1.9682,-0.94704,1.7985,-1.0313,0.56311,1.4249,1.9623,-0.48306,1.6373,0.090919,0.48454,0.90728
2.4612,0.14956,1.1723,2.8405,-3.2843,-0.26439,1.685,0.063087,2.3897,0.58456,-2.9965,-0.63354
0.92429,2.1494,-1.2864,1.4789,-0.94384,-1.3076,1.2245,1.7919,-0.78124,1.2045,-0.1234,-2.1574
0.11622,2.991,2.5013,-0.59976,-1.2966,0.48268,-0.6475,2.8571,2.43,-0.85488,-1.0092,0.56814
-0.80588,-0.040152,1.4708,-1.8029,-3.7187,-1.6099,-1.6248,-0.59277,0.94217,1.0697,-2.4556,-1.6363
3.0877,-1.0226,-1.3886,1.3561,0.1571,-1.9191,2.874,1.2825,0.18283,1.4122,0.82422,-2.2681
-0.015382,1.9611,-1.3541,1.0893,0.14619,4.4786,-1.0459,2.1506,-1.2093,0.8983,0.23342,4.2738
3.2443,1.3173,-1.5399,4.0619,-2.0872,1.2227,2.9396,1.9989,-0.017556,4.1864,-1.6526,1.9997
1.5447,-0.7978,0.71614,2.3761,0.21751,1.0438,1.72,-0.96067,0.81742,2.047,-0.36448,0.80296
-1.3228,-1.8308,1.7441,0.027228,-0.94935,-2.4014,-0.9701,-1.0785,1.8109,-0.89555,-1.0432,-2.3997
1.2261,-0.79382,1.5785,2.0631,-4.0673,1.9807,-0.4713,0.39349,2.6565,0.24025,-4.1856,2.6516
1.1746,-0.081588,1.5565,0.81201,-0.37752,0.15237,1.0996,1.4485,1.8983,1.2844,-1.3287,0.24979
1.5879,1.956,2.3765,4.2268,-1.2763,-1.0895,1.7622,1.3817,1.0794,3.8233,-1.1265,-1.3611
-0.49454,2.5612,1.5816,0.22094,0.7457,0.47713,-0.53725,2.9798,1.4621,0.25547,0.50193,0.2324
2.2917,1.9147,-0.37695,3.3924,-0.84218,4.0622,2.5693,2.0002,1.7961,3.8774,-0.76562,4.1429
-0.72321,0.25052,-1.2491,-0.16657,-2.4307,1.5981,-0.0023407,0.71321,-0.26223,0.11821,-3.4298,1.7928
2.1505,2.3092,2.6119,-0.19013,-0.19007,2.7944,2.0111,3.045,3.0961,0.30223,-0.37343,1.2747
1.0547,-1.0953,0.18833,1.619,-3.3599,-2.1149,1.0621,-0.032315,-0.66383,1.8288,-3.7842,-1.6713
2.9314,3.5488,1.5489,0.98202,-1.0132,1.7429,3.6062,4.4655,1.8619,1.3041,-0.84515,2.0235
-0.015707,0.85219,-0.61487,-1.8677,-2.5888,2.0377,-0.2384,1.3695,0.95113,-0.49286,-2.0607,1.6034
3.135,2.0464,-1.369,2.461,1.5102,4.3527,3.6913,3.3855,-0.53717,2.7617,1.3931,2.6991
-0.20592,3.1945,0.49904,2.7418,0.84489,-1.0574,1.5857,3.0327,0.28086,2.7696,1.1386,-1.473
2.6466,2.7049,0.025849,2.3256,-3.658,4.5698,0.12355,3.1837,0.56637,2.4913,-3.8632,3.2333
2.9442,0.168,1.4514,3.5506,-1.423,-2.3208,2.545,1.1764,1.8669,3.6861,-1.1114,-2.943
-0.83041,-1.7525,0.55656,0.82658,-2.5696,3.1892,-0.7505,0.37773,1.2842,1.2773,-2.9273,1.3253
2.365,0.58818,1.4692,-1.5035,-1.4954,-1.0016,2.3943,1.2125,1.239,-0.5257,-1.461,-1.098
0.27093,3.5613,-1.1527,-0.18793,-3.8587,1.7617,-0.030543,3.7166,-0.3103,-0.67834,-3.2419,2.3384
-1.3954,-1.8191,-0.3226,3.7482,-2.2107,3.5338,-0.79557,-1.3646,0.01873,5.2175,-2.7295,1.8966
3.0218,1.1785,2.1148,-0.93149,-2.1765,3.5145,3.1016,1.3235,2.114,-1.5959,-2.0952,3.6247
3.0807,-0.50786,0.70696,0.97639,-0.42891,-0.70071,3.8319,-0.27412,0.96142,1.6278,-1.0041,-0.25936
2.4745,3.4663,0.69041,3.3998,-1.9399,2.5911,2.4975,3.9864,2.508,3.9326,-1.8669,2.531
2.0141,-1.7041,-1.8025,-1.562,-1.9375,1.2789,1.3067,0.032789,-0.93953,-1.2634,0.59971,2.1555
1.1253,2.8881,-1.7631,3.2192,-3.7804,0.21173,-0.39156,1.4755,-1.1424,1.2494,-2.1257,2.1217
0.43171,1.9957,0.035657,0.3083,0.18153,0.12726,0.99654,1.6923,-0.65956,0.19932,1.5963,0.43609
2.5164,0.00020775,0.23789,-0.80182,-1.5649,3.2451,2.3642,1.3621,1.1683,-0.56644,-1.7365,2.292
2.411,2.8115,0.82891,-1.5666,0.19342,1.6201,2.682,2.8572,1.3757,-0.91004,0.023689,1.4009
-0.67981,-1.6001,-0.30244,2.3145,-2.0778,1.5028,-0.75526,-0.43542,0.8033,2.5127,-2.3605,1.0785
-1.1832,2.726,-1.7356,-1.1904,-3.8407,3.7623,-0.19907,3.0412,-1.5581,-1.4747,-4.1973,2.3163
1.3445,-0.42276,-0.39947,0.22506,-2.3532,4.0677,1.9336,-0.74519,0.7968,-0.52558,-2.7468,2.5784
2.4276,4.2832,0.58508,-1.5414,-0.092166,1.9355,0.40549,4.3922,0.69429,-1.0787,-0.14683,1.2622
1.4796,1.2551,-0.15776,-1.6011,0.14035,-1.1429,1.5501,0.70415,-0.36371,-1.0913,0.11149,-1.3308
2.7074,3.1984,-0.79395,2.1313,-2.7831,-1.5144,1.0026,3.4635,-0.76752,1.4823,-2.0269,-2.5306
0.68452,2.6625,-1.7014,-1.624,-2.6167,3.9585,3.343,0.54982,-0.42588,-1.1227,-3.6233,2.27
-1.5601,-0.20849,1.2123,2.2064,0.27867,3.7021,-2.244,-1.8701,1.4115,2.432,0.32608,3.2891
-0.20156,4.0309,-1.5873,0.61593,-1.6401,3.3024,0.092524,5.9187,1.0244,0.65217,-2.5073,1.1844
-0.82192,3.8599,1.8928,4.2178,-2.3157,-1.7527,0.29651,3.3208,2.1133,3.8652,-1.8901,-2.4923
1.9032,2.8112,1.4,0.67468,-3.0839,-0.88615,0.52166,2.2056,-0.66961,0.86675,-1.6452,-2.4411
2.1005,-1.5898,2.6729,0.32382,-1.6614,3.9968,2.1145,0.87765,2.5533,0.15114,-1.8153,3.2157
2.6019,2.2405,2.2293,1.1688,0.8343,0.087431,2.5261,2.4367,2.1136,1.0624,0.81883,0.29155
1.0103,4.3506,0.96062,-1.4519,-0.081037,-2.2156,0.058001,5.3679,0.70596,0.41985,0.10298,-2.2155
-0.77926,1.5193,-0.28218,-0.067256,-2.7438,1.5132,0.89257,0.63901,0.067116,1.5375,-2.7372,0.74552
1.8382,0.94519,2.5584,-1.7782,-0.81418,-0.57256,1.9304,1.192,1.9465,0.0016803,-0.19153,-1.0069
-0.31054,3.6021,2.3006,4.0467,-0.17731,-0.83015,0.48708,3.4288,1.6317,4.0395,0.17516,-0.78015
2.9877,0.67893,-0.0095474,0.49328,-3.5835,-1.1121,1.6597,2.0731,-0.15007,-0.56801,-2.2962,-2.1094
0.78702,-1.7808,-0.68074,2.1109,-2.9969,1.3108,-1.1086,-1.2855,1.3069,2.3095,-3.0032,1.1609
2.1369,1.8011,0.64713,-0.60767,-1.3686,4.3548,2.8679,1.5452,0.5447,0.28574,-1.5107,4.2064
-0.29235,0.0025934,0.70044,-1.8282,-1.4964,1.3988,-0.76492,0.64423,1.2217,-1.2984,-1.4951,0.37703
-0.87775,-1.7456,1.2556,1.6707,1.4411,3.0829,-1.9136,-0.25729,1.6923,1.7822,1.0348,1.8723
0.10511,1.7217,1.7958,3.7769,-0.60693,0.85308,-0.56448,2.1636,1.8024,3.4612,-0.11417,0.89957
1.3072,3.6783,-1.6076,-1.5625,-3.563,3.3413,0.028087,3.6766,-1.3047,-0.16318,-3.3033,2.2472
-1.3171,-0.23904,0.3903,-0.71805,-2.8574,0.53194,-0.35811,-0.53011,0.47416,-1.3591,-1.8288,1.3826
-0.58709,2.7235,2.4732,1.5542,-2.4316,-0.38587,1.0996,2.6675,2.6356,1.6405,-2.7582,-0.28818
-0.97859,4.226,1.6873,2.8149,-0.85286,-0.45668,-0.83424,5.0783,1.7933,2.8637,-0.33465,-0.53488
0.14778,-0.36868,-1.7205,0.77966,1.6566,2.1668,-0.084132,-0.12039,-0.41476,0.86941,0.1842,3.6063
-0.73758,2.7325,2.4557,-0.77458,-2.9149,-1.9771,-0.56502,2.847,2.7236,0.71203,-2.9234,-1.6419
2.7905,3.3461,-1.9565,0.95031,-2.8931,2.03,2.7938,3.3817,0.00031167,0.97847,-2.4914,3.1873
-1.5048,-0.86727,-1.4079,0.84096,-1.8999,4.3895,-1.7651,-1.5709,-1.3462,1.4003,-1.9092,2.4761
1.7453,2.3069,1.6386,3.2538,-2.0009,0.2154,1.8759,1.9954,1.3305,3.1899,-1.8261,0.30613
2.3657,2.6309,1.6307,-0.038477,-3.263,1.2899,0.7256,2.5483,1.1197,0.5985,-2.4117,2.0346
0.31682,3.5134,-1.4894,3.1656,-0.99491,3.1704,2.9957,4.7765,-0.2792,3.0618,-1.5688,1.9662
1.2761,3.1508,-0.40227,2.3424,0.13488,2.8798,1.1812,2.6411,-0.8362,2.2818,0.45315,2.9544
0.74816,0.040079,1.9352,1.058,0.076396,-0.3411,0.89425,-1.0548,1.7379,1.4854,0.28142,0.39011
0.28131,2.8901,-0.81937,2.5915,-2.0698,1.5003,-0.43652,2.8631,0.39446,2.6341,-2.0741,1.7219
1.4923,3.0617,-1.796,2.32,-0.60311,3.4831,0.12757,3.5072,-0.88104,2.5069,-0.54555,3.4525
0.29206,2.8153,-0.50673,4.1567,0.99969,1.3548,0.058685,2.8698,0.053349,3.7827,0.8767,1.6972
-1.306,3.6663,1.4708,3.5399,-2.5593,1.7171,-0.7997,3.2461,2.0913,4.2281,-1.8556,3.1927
2.8744,0.039964,-0.72416,-1.2881,-2.2899,1.9056,2.7889,1.6363,-1.1048,-0.46477,-2.0123,2.4152
3.1489,2.8215,-1.2095,4.0816,-3.0533,2.2773,4.0988,-0.093608,0.1074,3.3748,-3.3714,2.9076
-0.36678,3.5662,2.6271,2.1529,-0.73761,3.3369,0.3705,5.4747,2.4217,2.2672,-1.0401,2.319
1.9192,3.6066,1.324,-0.53221,-0.1044,4.149,0.10047,3.5356,1.6493,-0.51343,-0.25283,2.813
0.54047,4.2201,-1.6946,-1.6978,-3.4468,1.5109,-0.073042,3.8601,-0.65477,-1.2763,-3.0427,2.2278
0.46297,4.1436,1.6612,-0.64737,1.1958,0.071647,1.0073,3.8045,1.8892,-1.5122,1.1783,0.20798
2.7354,-1.6223,2.3434,0.98789,0.2349,-1.9444,2.9399,-0.75879,2.2792,0.90784,0.15375,-2.5249
-0.97308,-0.50723,0.18286,1.8388,0.74637,0.29598,0.10816,-1.6005,0.17823,1.6425,2.0495,0.39647
1.408,-0.68104,1.5342,0.75678,1.0472,2.7203,1.3709,-1.206,1.5029,0.90693,0.7943,1.8029
-1.2922,-1.6578,2.2451,2.1923,-1.882,1.9191,-0.81231,-0.90729,2.3954,2.4796,-2.1927,1.4797
-0.64715,-0.78111,0.191,4.2233,-1.1003,4.2163,-1.1203,-1.0916,-0.034235,5.3374,-1.7382,1.9473
1.654,0.65105,2.0395,0.48447,-3.4568,0.40243,0.98893,-0.47742,-1.0697,0.22718,-1.346,2.1604
-1.2008,3.6831,-1.6368,4.2857,-3.9674,3.5033,0.055686,3.3355,0.14833,3.4193,-3.3562,3.0454
1.5519,-0.70226,-1.0238,2.7087,-3.9113,1.5659,0.92065,-1.4629,0.062476,1.8349,-2.5711,3.827
0.82466,2.2065,2.2862,3.5078,-0.70622,3.1861,0.43092,2.2975,1.664,3.5209,-0.59829,3.6298
-0.80596,2.1175,2.381,-0.61788,-0.96956,0.39061,1.3428,1.1112,2.392,-0.28276,-0.84134,0.35314
-0.072311,-0.56013,0.94206,3.5133,-1.3112,0.9762,-0.80352,0.58466,-0.081535,2.9176,-0.49649,1.7979
0.18654,2.4194,-1.3607,1.8104,1.7738,-0.20239,0.16342,2.2182,-0.50451,1.7864,1.7789,-0.64151
-1.2601,-1.0135,2.5785,-0.87423,-3.6555,0.74612,-1.6407,-1.3262,2.1438,2.0947,-3.1379,0.49581
0.074778,-0.37086,1.7317,1.2875,-3.2334,0.55083,0.21028,-0.96453,1.3037,0.85646,-2.6189,0.77295
2.4326,-1.0791,-1.0073,2.3236,1.034,4.5281,2.3003,-1.696,0.63325,2.9816,0.25407,2.4894
3.2036,1.4103,-0.99564,2.6053,0.39712,2.4055,2.9344,0.1895,0.29285,2.6783,0.027311,2.3522
3.0618,1.2139,0.55511,1.844,-1.0599,3.3652,3.6482,-0.64272,0.88225,2.4315,-1.5063,1.9781
0.17016,2.8085,-0.21765,2.0961,1.1547,-0.89031,-0.0067568,2.8447,0.003547,2.0107,0.89583,-1.4199
0.10836,3.6562,1.1666,2.9267,-0.27498,-0.68842,0.05705,3.7488,1.6226,3.0681,-0.41728,-0.50206
0.013027,3.363,1.7459,-1.0552,0.86338,-0.3987,-0.8625,4.0957,1.6271,-0.64626,0.69777,-0.14009
-1.234,1.8876,-0.63659,-1.4909,-0.0085279,-1.1324,-0.67518,1.402,-1.8048,-0.6861,0.41171,-0.51759
2.6713,2.3498,-1.6789,0.55586,-2.1685,3.4962,2.497,2.8332,-1.5349,0.47123,-2.0778,3.4185
0.10449,4.2949,-1.3152,0.22606,1.316,-2.4835,-0.026908,4.252,-0.27844,0.14348,2.274,-1.1506
0.54054,4.0318,0.72005,2.0082,-0.075866,-2.5444,-0.0019044,5.0666,1.288,2.6824,-1.0082,-0.80359
0.55256,-0.17841,0.62227,-1.004,0.66566,-0.487,0.046776,0.85603,1.0681,-1.4626,-0.28096,-0.22274
0.74861,0.69152,0.62539,0.46065,-1.4869,-2.3518,1.2747,0.25838,1.152,0.3649,-1.7234,-2.9274
-0.70826,2.9412,0.38439,1.9842,-1.2276,-0.40715,0.72335,2.4832,0.39448,1.7587,-0.80226,-0.5194
-0.67223,3.7251,-1.8036,0.49351,1.7685,2.7314,0.050187,4.1439,-1.1383,0.1721,2.2113,2.8144
-0.31115,3.6254,2.6006,-1.868,-0.50354,-2.353,1.1939,4.2446,2.9013,-0.82475,-0.73121,-1.5509
1.6817,-0.12495,1.8249,4.0949,-3.8971,-0.037537,-0.12591,-0.35935,1.3466,2.6126,-2.0418,-0.0057387
1.6491,3.0458,0.3575,2.6286,-0.83755,1.4131,1.9565,2.9831,-0.24803,2.3677,-0.33184,1.7778
0.62563,-1.3653,-1.9637,0.28509,-3.45,2.6344,-0.76281,0.14989,1.4559,-0.68562,-3.0523,1.6504
3.254,3.1746,-0.70505,1.1006,-0.40502,0.51341,2.6498,2.6548,-0.25205,0.60315,-0.083361,0.43106
3.254,3.1668,0.91312,2.002,-1.3544,0.31199,3.2678,0.61327,0.082051,1.5749,-1.1356,0.68797
-0.95851,3.2052,-0.34371,0.88833,-1.2824,-0.90571,0.34815,3.5462,1.2729,1.342,-1.6727,-0.80918
2.4652,3.4106,-0.11445,2.2362,0.8377,0.35854,2.6065,3.653,0.35964,2.1218,1.2937,0.16251
-0.94417,-0.56087,-0.69642,1.204,-2.3312,2.956,0.91613,-0.97642,0.13423,1.9955,-2.6793,1.2323
0.31914,2.6853,1.1283,4.2374,-3.8377,-1.1069,1.2223,1.7352,0.067835,4.7436,-2.7941,-2.3714
0.56433,1.2715,2.6987,1.67,-2.5796,2.1463,-0.4167,1.3167,2.6661,1.5317,-2.357,2.9275
-0.19174,3.3765,0.26901,1.6241,-4.0099,1.2504,-0.2656,3.0386,-0.3478,0.18978,-3.6423,1.9192
-1.1144,2.7686,-0.97958,-0.46267,-2.8122,4.1018,-0.035398,3.1782,-0.85501,0.33469,-2.7738,2.6362
2.0933,-1.7076,-0.54132,4.1188,-2.5725,-1.1291,2.1406,-1.0947,1.9753,4.5406,-2.5427,-1.0506
2.3579,3.1574,-2.0606,-1.1488,0.52775,0.66315,2.3726,2.9446,-1.8137,-0.54782,2.2108,0.45355
3.1508,1.2059,2.1092,-0.8151,-0.94035,0.88682,3.289,-0.53301,1.9097,-1.213,-0.64096,0.9254
2.1244,1.8641,-0.42809,1.0124,-3.9671,-1.0352,2.128,0.12324,-0.62716,0.12168,-3.6598,-1.7303
2.1669,2.5664,1.6153,0.90375,-1.5702,0.00018193,1.4562,2.5707,0.70947,0.71641,-1.1446,-0.24162
2.4803,4.091,-1.9231,-1.6489,-3.4938,-0.098031,1.4868,3.3398,-1.2663,-0.8307,-2.4294,-0.18147
-0.6837,-0.76052,-0.26728,0.11674,-0.0059222,0.36307,-1.1424,-1.3975,1.0618,0.18287,-0.53212,-1.4275
-1.4967,-1.5727,1.8132,-0.35775,0.052376,0.69429,-1.9997,-1.8823,1.9345,-0.36151,-0.01516,-0.44462
-1.4181,4.148,1.9168,1.1609,-0.3258,1.5738,-0.13077,5.0637,1.894,1.1827,-0.39081,1.4521
-0.3409,0.99331,2.0437,0.74874,0.75834,-2.2349,-1.5734,1.5432,2.2656,0.95467,0.49258,-1.4252
2.3627,-0.17391,2.6569,-2.1399,0.84003,3.0779,2.5154,-0.20509,2.9872,-0.18537,0.69528,3.4336
-1.049,1.4305,1.6078,2.2854,1.6057,-1.6019,-1.4343,1.2875,1.5849,2.3041,2.6183,-1.7486
2.7823,1.7741,2.0477,1.4957,-2.1227,3.0841,3.1858,-0.16624,2.1004,1.8743,-2.5565,2.3332
-0.9323,3.7906,1.245,3.155,-1.8715,0.15932,0.15858,3.6613,0.96319,2.933,-1.5618,0.27757
2.2386,0.53129,-0.78296,1.7962,-1.0987,3.3434,2.26,1.3526,-0.078985,1.7004,-1.3242,2.5537
2.7453,-0.12715,-0.48492,3.7163,1.5436,-2.0914,2.6875,-1.1916,-0.74721,3.4485,1.2848,-1.6657
1.7287,1.2818,2.0138,1.3821,-2.2675,-1.8514,1.567,1.0384,1.5136,0.94768,-1.6342,-2.3606
0.83988,2.2543,2.5567,3.6032,0.67804,-0.080268,0.50498,3.0277,2.2077,3.3894,0.99093,-0.17413
-1.0342,1.2348,-0.33777,-0.94228,1.7468,0.34213,-0.86461,1.5465,-0.050917,-0.31783,0.81523,-0.17869
2.0217,3.0707,-0.74566,-0.34328,-0.12263,0.99516,2.3862,3.0381,0.27246,-0.61595,-0.4058,1.5894
-1.1656,1.7755,0.83361,2.618,0.22758,-0.12409,0.237,1.9775,1.4982,3.4572,-1.2035,-0.073295
2.1721,4.3704,0.64406,-2.0763,-2.322,3.153,-0.047195,4.4632,-0.63741,-0.062287,-2.4772,2.4969
-0.95754,1.8846,2.4569,-1.1902,-3.838,3.3239,-0.322,2.5744,3.0977,0.32783,-3.6421,1.9534
0.84621,0.81134,-1.865,1.8403,-1.3736,1.576,0.75395,1.4191,-0.59414,2.2189,-1.4101,1.2526
-1.3405,2.2728,-1.2755,-2.1202,-0.98647,-1.1583,-1.109,2.216,-1.1704,-1.2171,-0.1456,-1.8644
1.4864,3.2094,-0.20437,3.563,-0.59956,0.6137,1.1764,2.7163,-0.0029053,3.0582,-0.49224,0.80252
0.47042,2.4312,-1.5375,-0.56467,-1.3798,0.52299,-0.04026,2.5741,-0.94192,0.10354,-1.3966,0.4919
1.4373,-1.4116,-0.020361,-1.0493,-0.44396,-1.1341,1.3353,-0.76895,-0.32944,-2.1918,0.5355,-0.22554
2.3039,-0.85351,-0.19623,3.6334,-0.47548,0.8902,2.3369,-0.68025,-1.1838,4.2062,-0.41155,0.54996
1.7615,2.2309,1.3509,-0.30921,-0.41956,3.713,2.0046,2.4396,1.2466,0.51722,-0.63187,3.2872
-1.2221,3.9245,-1.1036,-1.094,-3.8677,-2.0216,-0.020666,3.8109,-0.66971,-1.1407,-3.4377,-2.1227
-0.68494,3.191,-0.31612,-0.28192,-1.1015,2.6779,-0.17931,3.6262,0.64359,-0.43092,-1.1566,2.2782
2.8877,0.5533,-1.2881,-1.4257,-2.7791,-0.96969,1.7403,2.1278,-0.66782,-1.4501,-1.4025,-1.3771
0.33831,3.092,2.1156,1.0951,0.91431,2.4221,-0.7675,3.2255,1.7135,1.1425,1.2929,2.4161
1.136,-1.8252,1.9289,2.6908,-0.37942,-0.60098,0.8139,-0.37481,1.7593,2.4617,-0.78525,-0.5175
0.1471,2.6484,2.0788,-1.6909,1.3896,0.8069,0.34654,2.3852,2.3716,-1.2848,0.744,0.67913
2.0921,1.0606,-1.3347,0.91465,-0.91254,3.5439,1.8689,1.2603,-1.5406,0.98447,-0.60236,2.6444
1.8908,3.8462,1.214,2.5789,-3.7338,0.94802,2.3564,2.6725,-0.26973,1.7769,-3.3602,2.0436
-1.4315,0.9202,-0.18023,3.2326,1.2828,-2.5216,-0.2797,0.16825,0.062447,3.9857,1.3134,-1.3751
0.67974,0.19599,-1.0397,-1.5099,-1.3882,-1.3415,-0.34411,-0.10569,0.22664,-1.0807,0.17394,0.11964
-0.25455,-0.73604,-0.14312,1.6567,0.98501,-1.6995,-0.76448,-0.45688,0.36252,1.5329,2.1595,-2.8389
2.1963,1.8832,0.48786,2.2553,1.4419,3.5589,2.1621,2.285,-0.24866,2.3469,2.8267,3.169
2.764,-0.94734,-1.6247,0.876,-1.3211,-0.74847,2.4871,-0.84907,-0.10251,1.1397,-1.0086,-0.73057
1.4277,3.9073,-1.3424,-1.7692,0.56221,1.3523,-0.47375,3.292,-1.4572,-1.4385,1.0101,2.5442
-0.6665,3.1386,0.9139,1.7023,-3.0891,2.7328,0.097551,3.3548,-0.21039,1.5845,-3.7265,2.7936
1.7519,3.9273,1.9828,-2.0433,-2.3716,3.7032,-0.48142,3.93,2.0492,-1.2193,-2.4864,3.3083
-0.46388,3.5527,0.99609,0.24175,-2.3813,2.2467,-0.016537,4.6512,0.92674,-1.0856,-1.8464,3.4761
